Company Name,Website,Industry,Product/Service Category,"Business Type (B2B, B2B2C)",Employees Count,Revenue,Year Founded,BBB Rating,Street,City,State,Company Phone,Company LinkedIn,Owner's First Name,Owner's Last Name,Owner's Title,Owner's LinkedIn,Owner's Phone Number,Owner's Email,Source
Dollar General,https://www.linkedin.com/company/dollar-general,"Dollar General has been Serving Others for approximately 85 years. With approximately 20,000 stores, we serve communities across the country, from right around the corner. We exist to provide convenience, quality, and value, so our customers can get back to what's important. Our products include high-quality private labels to America's most-trusted brands. And we're here to fill more than just carts. For anyone working to create a meaningful career, a better life for themselves. their loved ones and neighbors - we're here for it. Here for What Matters.",Retail and Consumer Good Products,<function <lambda> at 0x7ea4e77326b0>,80284,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,100 Mission Ridge,Go,+1-983-560-3375x30912,https://www.linkedin.com/company/dollar-general,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
PepsiCo,https://www.linkedin.com/company/pepsico,"PepsiCo is a playground for curious people. We invite thinkers, doers, and changemakers to champion innovation, take calculated risks, and challenge the status quo. From executives to team members on the front lines, we’re excited about the future. We take chances. Together, we dare to make the world a better place. Our associates are the magic ingredient. Each of them plays an integral role in helping create deep connections between people and our products. Think about your last group celebration: Chances are, one of our iconic brands was by your side. At PepsiCo, you’re invited to be a part of a global team of innovators who make, move, and sell these products—which are enjoyed by more than 1 billion people a day. A career at PepsiCo means working in a culture where everyone’s welcome. Here, you can dare to be yourself. No matter who you are or where you’re from, you can influence the people around you and the world at large. By showing up, you’ll have the opportunity to learn, develop and grow your skills for the future. Our supportive teams can fuel your professional goals to make a global impact on people and the planet. Join us. Dare for Better.","manufacturing, sales, marketing, brand management, gatorade, tropicana, quaker oats, frito-lay, pepsi, mtn dew, doritos, mirinda, pepsi max, tostitos, aquafina, sierra mist, fritos, lipton, cheetos, and 7up",<function <lambda> at 0x7ea4e77326b0>,132206,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,700 Anderson Hill Road,Pu,+1-983-560-3375x30912,https://www.linkedin.com/company/pepsico,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
General Motors,https://www.linkedin.com/company/general-motors,"General Motors’ vision is to create a world with Zero Crashes, Zero Emissions and Zero Congestion, and we have committed ourselves to leading the way toward this future. Today, we are in the midst of a transportation revolution, and we have the ambition, the talent and the technology to realize the safer, better and more sustainable world we want. As an open, inclusive company, we’re also creating an environment where everyone feels welcomed and valued for who they are. One team, where all ideas are considered and heard, where everyone can contribute to their fullest potential, with a culture based in respect, integrity, accountability and equality. Our team brings wide-ranging perspectives and experiences to solving the complex transportation challenges of today and tomorrow. For information on the GM Privacy Statement, please visit http://www.gm.com/privacy-statement.html","Cars, Trucks, Manufacturing, Automotive, Vehicles, Transportation, engineering, information technology, electrification, software, and AI",<function <lambda> at 0x7ea4e77326b0>,102165,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,100 Renaissance Center,De,+1-983-560-3375x30912,https://www.linkedin.com/company/general-motors,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Ulta Beauty,https://www.linkedin.com/company/ulta,"At Ulta Beauty (NASDAQ: ULTA), the possibilities are beautiful. Ulta Beauty is the largest U.S. beauty retailer and the premier beauty destination for cosmetics, fragrance, skin care products, hair care products and salon services. In 1990, the Company reinvented the beauty retail experience by offering a new way to shop for beauty – bringing together all things beauty, all in one place. Today, Ulta Beauty has grown to become the top national retailer offering the complete beauty experience. Ulta Beauty brings possibilities to life through the power of beauty each and every day in our stores and online with more than 25,000 products from approximately 500 well-established and emerging beauty brands across all categories and price points, including Ulta Beauty’s own private label. Ulta Beauty also offers a full-service salon in every store featuring hair, skin, brow, and make-up services. Ulta Beauty is recognized for its commitment to personalized service, fun and inviting stores and our industry-leading Ultamate Rewards loyalty program. ALERT: We are aware of a scam whereby imposters are posing as employees from Ulta Beauty and vendors to Ulta Beauty. Beware of anyone requesting financial or personal information. At Ulta Beauty, we take pride in creating a best in class candidate experience. During the recruitment process, no recruiter or employee will request financial or personal information (Social Security Number, credit card, driver’s license or bank information, etc.) from you via text or email. If you are suspicious of a job posting or job-related email mentioning Ulta Beauty, let us know by contacting us at 630-410-4800 or email HRServiceCenter@ulta.com.","Salon, Cosmetics & Fragrance, and Beauty destination",<function <lambda> at 0x7ea4e77326b0>,31747,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,1000 Remington Blvd,Bo,+1-983-560-3375x30912,https://www.linkedin.com/company/ulta,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Tesla,https://www.linkedin.com/company/tesla-motors,"Our mission is to accelerate the world’s transition to sustainable energy. With global temperatures rising, the faster we free ourselves from fossil fuel reliance and achieve a zero-emission future, the better. In pursuit of this mission, we make electric vehicles that are not just great EVs, but the best cars, period. We also produce and install infinitely scalable clean energy generation and storage products that help our customers further decrease their environmental impact. When it comes to achieving our goals, we pride ourselves in accomplishing what others deem impossible. We are opening new factories and increasing our output everyday – join us in building a sustainable future.",Innovation in electric cars and clean energy products,<function <lambda> at 0x7ea4e77326b0>,64937,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,13101 Harold Green Rd,Au,+1-983-560-3375x30912,https://www.linkedin.com/company/tesla-motors,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
GoDaddy,https://www.linkedin.com/company/godaddy,"At GoDaddy, we’re on a mission to make entrepreneurship more inclusive for all. We empower entrepreneurs around the world with speedy and accessible tools to start, grow or optimize their existing business with 27/4 support every step of the way. Business dreamers can go from zero to “I did it” with GoDaddy Airo, the intelligent experience that proactively builds and grows your business with the power of AI. 20+ million customers around the world are growing their business with us. The future is power and it’s all yours with GoDaddy. #PowerYourFuture","Small Business Online Services, Small Business Marketing Solutions, Domain Name Registration, Website Hosting, Web-based Tools to for Website Creation, Online Productivity Solutions, Website and Online Security Solutions, Mobile Services, and Web Pros",<function <lambda> at 0x7ea4e77326b0>,8210,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,2155 E GoDaddy Way,Te,+1-983-560-3375x30912,https://www.linkedin.com/company/godaddy,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Avantor,https://www.linkedin.com/company/avantorinc,"Avantor® is a leading global provider of mission-critical products and services to customers in the biopharma, healthcare, education & government, and advanced technologies & applied materials industries. Our portfolio is used in virtually every stage of the most important research, development and production activities in the industries we serve. Our global footprint enables us to serve more than 300,000 customer locations and gives us extensive access to research laboratories and scientists in more than 180 countries. We set science in motion to create a better world. More than 14,500 strong, our associates are passionate about our mission to set science in motion to create a better world. We share enthusiasm for innovation, excellence, and achievement. Whether we are collaborating with our customers to advance science or solve multifaceted problems, we help them reach their goals more efficiently and effectively. Visit our website to learn more about Avantor.","Life Science, Advanced Materials, Pharmaceutical Chemicals, Biopharmaceutical Chemicals, BioMaterials, Drug Delivery, Academic Research Chemicals, Laboratory Research Chemicals, Diagnostic Solutions, Environmental Testing Chemicals, Semiconductor Manufacturing Materials, Space-grade Silicones, advanced technology, Biopharma, Healthcare, Education, Government, Applied materials, and Services",<function <lambda> at 0x7ea4e77326b0>,11854,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,100 Matsonford Rd,Ra,+1-983-560-3375x30912,https://www.linkedin.com/company/avantorinc,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Motorola Solutions,https://www.linkedin.com/company/motorolasolutions,"Motorola Solutions is solving for safer. We build and connect technologies to help protect people, property and places. Our solutions enable the collaboration between public safety agencies and enterprises that’s critical for a proactive approach to safety and security. Learn more about how we’re solving for safer communities, safer schools, safer hospitals, safer businesses – safer everywhere – at www.motorolasolutions.com.","Public Safety, Enterprise Security, Two-way Radios, Radios, Land Mobile Radios (LMR), Video Cameras, Body-worn Cameras, Access Control, Video Analytics, Cloud, Public Safety Software, Real-time Crime Centers, Cybersecurity, Broadband, and Managed Services",<function <lambda> at 0x7ea4e77326b0>,24014,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,500 W. Monroe Street,Ch,+1-983-560-3375x30912,https://www.linkedin.com/company/motorolasolutions,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
EQT Corporation,https://www.linkedin.com/company/eqt-corporation,"EQT Corporation is a leading independent natural gas producer with an evolutionary focus on our future. EQT has operations in Pennsylvania, West Virginia and Ohio and is dedicated to responsibly developing our world-class asset base in the core of the Appalachian Basin. While we are currently the leading producer of natural gas in the United States, we know being the biggest doesn’t always mean being the best. With that in mind, EQT is making strides toward becoming the best producer by creating long-term value for all stakeholders, including employees, landowners, communities, industry partners and investors.",Leading natural gas producer in the United States. and Premier asset base in Appalachia,<function <lambda> at 0x7ea4e77326b0>,1571,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,625 Liberty Avenue,Su,+1-983-560-3375x30912,https://www.linkedin.com/company/eqt-corporation,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Live Nation Entertainment,https://www.linkedin.com/company/live-nation,"Recognized three years in a row by Great Place to Work® and named one of People Magazine’s Top 50 Companies that Care, Live Nation Entertainment is the global leader in live events and ticketing. With business operations and corporate functions across major divisions including Ticketmaster, Concerts, Media & Sponsorship and Artist Nation, we offer exciting opportunities across every discipline. Generous vacation, healthcare, and retirement benefits are just some of the perks we offer our full-time, global workforce. For any stage in your career, our benefits are designed to help you live life to the fullest. We offer student loan repayment, 6 months paid caregiver leave, Roadie Babies (bring your little ones & a caretaker on your work trips), Music@Home (cultivate your little ones music interest), and tuition reimbursement for ongoing career development. Plus, you'll have access to free concerts, festivals, and more through our exclusive employee ticket concierge.","Concerts, Festivals, Ticketing, Sponsorship, Artist Management, and Live Events",<function <lambda> at 0x7ea4e77326b0>,21571,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,9348 Civic Center Dr,Be,+1-983-560-3375x30912,https://www.linkedin.com/company/live-nation,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Enterprise Products,https://www.linkedin.com/company/enterprise-products,"Enterprise Products is one of North America's leading providers of midstream energy services. Exciting new growth areas, developing markets, and innovative ways to help move energy are some of the reasons why today's energy professionals are discovering rewarding opportunities with Enterprise Products. Finding the right people to drive our success is a critical step, and we have created an organization rich in energy-related opportunities. In addition to a competitive compensation package, Enterprise Products provides a comprehensive benefit package that provides our employees with the flexibility to make elections based on their personal and family needs. If you are a highly motivated achiever with a passion for success, we invite you to apply today to one of our open positions. Visit us at www.EnterpriseProducts.com to get more information about career opportunities, benefits, application and resume submission, recruiting events, and much more.","midstream energy networks, transportation, gathering, storage, processing, fractionation and terminaling, to producers and consumers of natural gas, natural gas liquids, crude oil, refined products, and liquefied petroleum gases and petrochemicals.",<function <lambda> at 0x7ea4e77326b0>,6298,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,1100 Louisiana,Ho,+1-983-560-3375x30912,https://www.linkedin.com/company/enterprise-products,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Natera,https://www.linkedin.com/company/natera,"Natera™ is a global leader in cell-free DNA (cfDNA) testing, dedicated to oncology, women’s health, and organ health. Our aim is to make personalized genetic testing and diagnostics part of the standard of care to protect health and enable earlier and more targeted interventions that lead to longer, healthier lives. Where some set out to build a test, we set out to achieve a mission: change the management of disease worldwide by using DNA testing to proactively inform treatment. Through a cfDNA technology platform approach, we've pioneered noninvasive testing in unlimited applications—each with their own potential to revolutionize care for patients. #TeamNatera includes clinicians, scientists, biostatisticians, researchers, and laboratory professionals from around the world. Our diverse teams blend a passion for patients with deep clinical, scientific, and technological roots. Natera’s tests are validated by more than 100 peer-reviewed publications that demonstrate high accuracy. Interested in joining us on our mission to change the management of disease worldwide? Visit https://www.natera.com/careers-at-natera to learn how you can become a part of our talented team. Natera operates ISO 13485-certified and CAP-accredited laboratories certified under the Clinical Laboratory Improvement Amendments (CLIA) in Austin, Texas and San Carlos, California. Please be advised that Natera will reach out to candidates with an @natera.com email domain ONLY. Email communications from all other domain names are not from Natera or its employees and are fraudulent. Natera does not request interviews via text messages and does not ask for personal information until a candidate has engaged with the company and has spoken to a recruiter and the hiring team. Natera takes cyber crimes seriously, and will collaborate with law enforcement authorities to prosecute any related cyber crimes. https://www.natera.com/privacy/","Non-Invasive Prenatal Testing (NIPT), Single gene diseases, Preimplantation Genetic Screening (PGS)/Diagnosis (PGD), Biopsy training, Multi-Disease Carrier Screening, Bioinformatics, Miscarriage testing, Genetic counseling, Non-invasive paternity testing, Genetics, colorectal cancer, Oncology, Transplant, Kidney Transplant, Cancer, Transplant Rejection, and ctDNA",<function <lambda> at 0x7ea4e77326b0>,3681,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,13011A McCallen Pass,Au,+1-983-560-3375x30912,https://www.linkedin.com/company/natera,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
"Alexandria Real Estate Equities, Inc.",https://www.linkedin.com/company/alexandria-real-estate-equities-inc-,"Alexandria Real Estate Equities, Inc. (NYSE:ARE), an S&P 500® life science real estate investment trust (REIT), pioneered the life science real estate niche and remains the longest-tenured owner, operator, and developer uniquely focused on collaborative life science mega campuses in AAA innovation cluster locations. Founded in 1994, Alexandria has since established a significant market presence in key locations, including Greater Boston, the San Francisco Bay Area, New York City, San Diego, Seattle, Maryland, and Research Triangle Park. Alexandria has a longstanding and proven track record of developing Class A properties clustered in life science mega campuses that provide its innovative tenants with highly dynamic and collaborative environments that enhance their ability to successfully recruit and retain world-class talent and inspire productivity, efficiency, creativity, and success. For Alexandria, our business has long been about more than real estate. Our mission to advance human health, improve nutrition, and enhance the quality of people’s lives drives everything we do. We are proud of our position as a key leader and collaborator in the life science ecosystem, where we are able to catalyze and lead the way for positive change to benefit human health and society.","Engineering, Asset management, Laboratory operations, Life science, Construction, Planning, Health and environment, Safety, Project management, Finance, Collaboration, Accounting, Events, Venture investment, and Sustainability",<function <lambda> at 0x7ea4e77326b0>,639,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,26 N Euclid Ave,Pa,+1-983-560-3375x30912,https://www.linkedin.com/company/alexandria-real-estate-equities-inc-,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Devon Energy,https://www.linkedin.com/company/devon-energy,"Devon Energy is a leading oil and gas producer in the U.S. with a premier multi-basin portfolio headlined by a world-class acreage position in the Delaware Basin. Devon’s disciplined cash-return business model is designed to achieve strong returns, generate free cash flow and return capital to shareholders, while focusing on safe and sustainable operations. Headquartered in Oklahoma City, Devon is a Fortune 500 company and is included in the S&P 500 Index. Its common shares trade on the New York Stock Exchange under the ticker symbol DVN.","Oil, Natural Gas, Natural Gas Liquids, Energy, Exploration, Production, Data Science, Technology, Health & Safety, Geology, Geophysics, Engineering, Petroleum Engineering, Accounting, Finance, Geoscience, IT, Project Management, Reservoir Engineering, Analytics, Accounting, Intelligent Automation, Artificial Intelligence, and Robotic Process Automation",<function <lambda> at 0x7ea4e77326b0>,4315,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,333 West Sheridan Avenue,Ok,+1-983-560-3375x30912,https://www.linkedin.com/company/devon-energy,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
"Ventas, Inc.",https://www.linkedin.com/company/ventas-inc.,"Ventas Inc. (NYSE: VTR) is a leading S&P 500 real estate investment trust focused on delivering strong, sustainable shareholder returns by enabling exceptional environments that benefit a large and growing aging population. The Company’s growth is fueled by its senior housing communities, which provide valuable services to residents and enable them to thrive in supported environments. Ventas leverages its unmatched operational expertise, data-driven insights from its Ventas Operational Insights(TM) platform, extensive relationships and strong financial position to achieve its goal of delivering outsized performance across approximately 1,400 properties. The Ventas portfolio is composed of senior housing communities, outpatient medical buildings, research centers and healthcare facilities in North America and the United Kingdom. The Company benefits from a seasoned team of talented professionals who share a commitment to excellence, integrity and a common purpose of helping people live longer, healthier, happier lives.","Senior Housing and Healthcare Real Estate, Financial Services, Healthcare, Commercial Real Estate, Life Sciences, Medical Office, and Hospital",<function <lambda> at 0x7ea4e77326b0>,556,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,353 North Clark Street,Su,+1-983-560-3375x30912,https://www.linkedin.com/company/ventas-inc.,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
First Solar,https://www.linkedin.com/company/first-solar,"First Solar is a leading American solar technology company and global provider of responsibly produced eco-efficient solar modules advancing the fight against climate change. Developed at R&D labs in California and Ohio, the company’s advanced thin film photovoltaic (PV) modules represent the next generation of solar technologies, providing a competitive, high-performance, lower-carbon alternative to conventional crystalline silicon PV panels. From raw material sourcing and manufacturing through end-of-life module recycling, First Solar’s approach to technology embodies sustainability and a responsibility towards people and the planet. For more information about First Solar: - Visit us on the web at http://www.firstsolar.com - Follow us on Twitter at http://www.twitter.com/firstsolar (@FirstSolar) - Check us out on YouTube at http://www.youtube.com/firstsolar",Thin-film solar panel manufacturing,<function <lambda> at 0x7ea4e77326b0>,5292,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,350 West Washington Street,Su,+1-983-560-3375x30912,https://www.linkedin.com/company/first-solar,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
MongoDB,https://www.linkedin.com/company/mongodbinc,"Headquartered in New York, MongoDB's mission is to empower innovators to create, transform, and disrupt industries by unleashing the power of software and data. Built by developers, for developers, our developer data platform is a database with an integrated set of related services that allow development teams to address the growing requirements for today's wide variety of modern applications, all in a unified and consistent user experience. MongoDB has tens of thousands of customers in over 100 countries. The MongoDB database platform has been downloaded hundreds of millions of times since 2007, and there have been millions of builders trained through MongoDB University courses. To learn more, visit mongodb.com.","open source, databases, mongodb, and software developer",<function <lambda> at 0x7ea4e77326b0>,6878,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,1633 Broadway,38,+1-983-560-3375x30912,https://www.linkedin.com/company/mongodbinc,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Carvana,https://www.linkedin.com/company/carvana,"Carvana (NYSE: CVNA) is an industry pioneer for buying and selling used vehicles online. As the fastest growing used automotive retailer in U.S. history, its proven, customer-first ecommerce model has positively impacted millions of people's lives through convenient, accessible and transparent experiences. Carvana allows customers to browse a nationwide inventory and purchase a vehicle from the comfort of their home entirely online, benefiting from a 7-day money back guarantee, home delivery and more. Customers also have the option to sell or trade-in their vehicle online in seconds. Carvana brings a continued focus on people-first values, industry-leading customer care, technology and innovation, and is the No. 2 automotive brand in the U.S. on the Forbes 2022 Most Customer-Centric Companies List. Carvana is one of the four fastest companies to make the Fortune 500. For more information, please visit www.carvana.com and follow us on LinkedIn, @gocarvana on Instagram, @Carvana on X, and @gocarvana on TikTok. Carvana also encourages investors to visit its Investor Relations website as financial and other company information is posted.",auto sales and ecommerce,<function <lambda> at 0x7ea4e77326b0>,6509,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,300 E Rio Salado Pkwy,Te,+1-983-560-3375x30912,https://www.linkedin.com/company/carvana,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Gilead Sciences,https://www.linkedin.com/company/gilead-sciences,"At Gilead, we set – and achieve – bold ambitions to create a healthier world for all people. From our pioneering virology medicines to our growing impact in oncology, we're delivering innovations once thought impossible in medicine. Our focus goes beyond medicines, and we also strive to remedy health inequities and break down barriers to care. We empower our people to tackle these challenges, and we’re all united in our commitment to help millions of people live healthier lives. Social Media Guidelines: https://www.gilead.com/social-media-guidelines",<function <lambda> at 0x7ea4e6c7be90>,<function <lambda> at 0x7ea4e77326b0>,14487,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,333 Lakeside Drive,Fo,+1-983-560-3375x30912,https://www.linkedin.com/company/gilead-sciences,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
Veeva Systems,https://www.linkedin.com/company/veeva-systems,"Veeva Systems Inc. is a leader in cloud-based software for the global life sciences industry. Committed to innovation, product excellence, and customer success, Veeva has more than 875 customers, ranging from the world's largest pharmaceutical companies to emerging biotechs. Veeva is headquartered in the San Francisco Bay Area, with offices in Canada, Europe, Asia, and Latin America. Visit the Jobs section for open positions and remember that correspondence to new applicants and existing candidates will only come from an official @veeva.com email address.","Master Data Management, Regulatory, Quality, OpenData, Safety, R&D, Study Startup, Clinical Data Management, CTMS, Oncology Data, eTMF, Clinical Operations, Events Management, Territory Alignment , Multichannel CRM, Customer Reference Data, Cosmetics, Consumer Goods , Chemical, Animal Health , Remote Engage Meeting, Medical Devices, EDC, CDB, Vault Coder, Vault Payments, Vault QMS, Quality Docs, and Medcomms",<function <lambda> at 0x7ea4e77326b0>,8690,<function <lambda> at 0x7ea4e6c7b0d0>,<function <lambda> at 0x7ea4e77318f0>,<function <lambda> at 0x7ea4e6c7b3f0>,1786 Tara Lock,4280 Hacienda Drive,Pl,+1-983-560-3375x30912,https://www.linkedin.com/company/veeva-systems,<function <lambda> at 0x7ea4e6c7b850>,<function <lambda> at 0x7ea4e6c7b490>,<function <lambda> at 0x7ea4e6c7b8f0>,<function <lambda> at 0x7ea4e6c7b990>,753.561.6986x07395,<function <lambda> at 0x7ea4e77324d0>,LinkedIn
